1467187623,24,0
1467188238,24,0
1467188268,24,0
1467189218,21,0
1467189402,21,0
1467189414,39,0
1467189461,39,0
1467189508,21,0
1467189513,21,0
1467189518,21,0
1467189525,21,0
1467189536,21,0
1467189550,21,0
1467189567,21,0
1467189575,21,0
1467189580,21,0
1467189591,21,0
1467189605,21,0
1467189619,21,0
1467189627,21,0
1467189633,21,0
1467189689,21,0
1467189694,21,0
1467189709,21,0
1467189742,21,0
1467189919,21,0
1467190120,21,0
1467190324,21,0
1467190326,21,0
1467190331,21,0
1467190340,21,0
1467190344,24,0
1467190364,21,0
1467190386,21,0
1467190392,21,0
1467190495,21,0
1467190629,21,0
1467190678,21,0
1467190691,21,0
1467190697,21,0
1467190705,21,0
1467190708,21,0
1467190714,21,0
1467190761,21,0
1467190775,21,0
1467190785,21,0
1467190788,21,0
1467190792,21,0
1467190794,21,0
1467190798,21,0
1467190804,21,0
1467190809,21,0
1467190820,21,0
1467190842,21,0
1467190851,21,0
1467190863,21,0
1467190869,21,0
1467190888,21,0
1467190933,21,0
1467191108,21,0
1467191122,14,0
1467191195,14,0
1467191215,21,0
1467191220,21,0
1467191232,21,0
1467191245,21,0
1467191268,21,0
1467191274,21,0
1467191281,21,0
1467191309,21,0
1467191523,21,0
1467191545,21,0
1467191588,21,0
1467191678,21,0
1467191719,21,0
1467191733,21,0
1467191766,24,0
1467191783,21,0
1467191805,21,0
1467191825,21,0
1467191836,21,0
1467191850,21,0
1467191854,24,0
1467191871,21,0
1467191877,21,0
1467191882,21,0
1467191893,21,0
1467191896,21,0
1467191904,21,0
1467191912,21,0
1467191950,21,0
1467191968,21,0
1467192128,24,0
1467192427,24,0
1467192450,21,0
1467192467,21,0
1467192516,21,0
1467192524,30,0
1467192541,21,0
1467192557,21,0
1467192608,21,0
1467192623,43,0
1467192754,26,0
1467193304,24,0
1467193412,26,0
1467193431,26,0
1467193584,26,0
1467193731,25,0
1467193795,25,0
1467193909,25,0
1467194549,26,0
1467194574,26,0
1467194650,24,0
1467194695,26,0
1467195103,26,0
1467195138,26,0
1467195162,26,0
1467195189,26,0
1467195214,26,0
1467195218,26,0
1467195227,26,0
1467195376,26,0
1467195446,26,0
1467195539,26,0
1467195936,8,0
1467197181,2,0
1467197727,8,0
1467198136,26,0
1467198441,26,0
1467198873,24,0
1467199159,45,0
1467199243,27,0
1467199312,27,0
1467199385,27,0
1467199450,27,0
1467199498,27,0
1467199580,14,0
1467199589,24,0
1467199594,14,0
1467199607,48,0
1467199638,48,0
1467199797,48,0
1467199835,24,0
1467199912,24,0
1467199912,25,0
1467200062,48,0
1467200071,48,0
1467200075,48,0
1467200089,48,0
1467200100,48,0
1467200114,48,0
1467200125,48,0
1467200131,48,0
1467200222,48,0
1467200222,48,0
1467200243,48,0
