1451624743,26,-1
1451625052,15,-1
1451625515,34,-1
1451626906,15,-1
1451626939,15,-1
1451626975,15,-1
1451627011,15,-1
1451627043,15,-1
1451628020,15,-1
1451629120,19,-1
1451629193,34,-1
1451629897,7,-1
1451631150,30,-1
1451631310,40,-1
1451631317,40,-1
1451631323,40,-1
1451631329,40,-1
1451631334,40,-1
1451631342,40,-1
1451631343,40,-1
1451631743,30,-1
1451632193,30,-1
1451632310,7,-1
1451632600,7,-1
1451634166,3,-1
1451634178,3,-1
1451634194,3,-1
1451634203,3,-1
1451634228,3,-1
1451634240,3,-1
1451634248,3,-1
1451634262,3,-1
1451634372,3,-1
1451634382,3,-1
1451634404,3,-1
1451634418,3,-1
1451634503,3,-1
1451634530,3,-1
1451634541,3,-1
1451634587,3,-1
1451634711,7,-1
1451634916,36,-1
1451635030,36,-1
1451635044,36,-1
1451635090,36,-1
1451635096,36,-1
1451635102,36,-1
1451635106,36,-1
1451635114,36,-1
1451635117,36,-1
1451635122,36,-1
1451635127,36,-1
1451635136,36,-1
1451635141,36,-1
1451635159,36,-1
1451635368,7,-1
1451635421,7,-1
1451635493,7,-1
1451636369,34,-1
1451636799,36,-1
1451636806,36,-1
1451636810,36,-1
1451636827,36,-1
1451638299,3,-1
1451638473,3,-1
1451638497,3,-1
1451638521,3,-1
1451638528,12,-1
1451638533,3,-1
1451638541,3,-1
1451638576,12,-1
1451638697,3,-1
1451638724,3,-1
1451638951,3,-1
1451639050,3,-1
1451639173,3,-1
1451639577,3,-1
1451639818,23,-1
1451639860,3,-1
1451639885,3,-1
1451639909,3,-1
1451639943,3,-1
1451640016,3,-1
1451640220,3,-1
1451640275,3,-1
1451640670,23,-1
1451641206,34,-1
1451642404,34,-1
1451642805,34,-1
1451644249,34,-1
1451646103,34,-1
1451646131,7,-1
1451646138,34,-1
1451646159,7,-1
1451646352,7,-1
1451646447,7,-1
1451646492,7,-1
1451646797,36,-1
1451646810,36,-1
1451646876,36,-1
1451646902,36,-1
1451646964,36,-1
1451646966,36,-1
1451647717,34,-1
1451647828,34,-1
1451649164,34,-1
1451649902,36,-1
1451649921,36,-1
1451649925,36,-1
1451650113,36,-1
1451651537,34,-1
1451651566,34,-1
1451652101,34,-1
1451652441,24,-1
1451653464,24,-1
1451656044,36,-1
1451657543,7,-1
1451657786,26,-1
1451657802,26,-1
1451657804,26,-1
1451659303,7,-1
1451659303,7,-1
1451660911,7,-1
1451660975,26,-1
1451661282,26,-1
1451662191,26,-1
1451662243,7,-1
1451662509,7,-1
1451662695,7,-1
1451662777,7,-1
1451663424,7,-1
1451663511,7,-1
1451663740,7,-1
1451664795,7,-1
1451666060,5,-1
1451666124,5,-1
1451666140,5,-1
1451666151,5,-1
1451666171,5,-1
1451666218,7,-1
1451666567,5,-1
1451669935,7,-1
1451670024,7,-1
1451670373,7,-1
1451670959,34,-1
1451670968,7,-1
1451670993,34,-1
1451671066,34,-1
1451671147,34,-1
1451671213,34,-1
1451671827,7,-1
1451672438,15,1
1451674136,15,-1
1451674172,15,-1
1451674212,15,-1
1451674244,15,-1
1451674281,15,-1
1451675545,35,-1
1451675548,35,-1
1451675579,35,-1
1451675624,35,-1
1451675634,35,-1
1451675664,35,-1
1451675669,15,-1
1451675699,15,-1
1451675712,35,-1
1451675776,35,-1
1451675781,35,-1
1451675947,35,-1
1451679073,15,-1
1451679108,15,-1
1451681466,15,-1
1451681510,15,-1
1451681552,15,-1
1451681716,5,-1
1451681891,5,-1
1451682029,15,-1
1451683129,40,-1
1451683398,36,-1
1451683412,36,-1
1451683435,36,-1
1451683472,36,-1
1451683501,36,-1
1451683511,36,-1
1451683521,36,-1
1451683529,36,-1
