1466583018,37,0
1466583085,37,0
1466583331,18,0
1466583412,37,0
1466583471,18,1
1466583493,18,1
1466583608,23,0
1466583618,18,0
1466583643,23,0
1466583650,18,0
1466583953,31,0
1466583978,3,0
1466584187,37,0
1466584200,31,0
1466584534,31,0
1466584617,37,0
1466585066,31,0
1466585207,19,0
1466585501,37,0
1466585523,37,0
1466585776,37,0
1466585960,31,0
1466586083,19,0
1466586246,51,0
1466586394,51,0
1466586559,51,0
1466587105,6,0
1466587130,6,0
1466588871,37,0
1466588886,37,0
1466589015,37,0
1466589017,31,0
1466589128,37,0
1466589163,37,0
1466589193,37,0
1466589307,37,0
1466589452,37,0
1466589671,37,0
1466590594,37,0
1466590663,37,0
1466590964,37,0
1466591612,6,0
1466591936,34,0
1466591940,34,0
1466591943,34,0
1466591947,34,0
1466592284,31,0
1466592844,31,0
1466594415,31,0
1466594695,7,0
1466594781,31,0
1466594917,7,0
1466594924,7,0
1466594951,7,0
1466594969,7,0
1466594987,7,0
1466595003,7,0
1466595019,7,0
1466595037,7,0
1466595159,7,0
1466595183,7,0
1466595271,7,0
1466595342,7,0
1466595398,7,0
1466595948,7,0
1466595955,7,0
1466595975,7,0
1466595977,31,0
1466595987,7,0
1466596023,7,0
1466596033,7,0
1466596061,7,0
1466596070,7,0
1466596076,7,0
1466596096,7,0
1466596106,7,0
1466596133,7,0
1466596213,6,0
1466596244,7,0
1466596259,7,0
1466596266,7,0
1466596291,7,1
1466596319,7,0
1466596355,7,0
1466596371,7,0
1466596438,7,0
1466596456,7,0
1466596469,7,0
1466596492,7,0
1466596499,31,0
1466596501,7,0
1466596512,7,0
1466596738,7,0
1466596770,7,0
1466596777,7,0
1466596801,7,0
1466596835,7,0
1466596839,7,0
1466596852,7,0
1466596888,7,0
1466597529,42,0
1466599238,27,0
1466599301,27,0
1466599324,27,0
1466600205,34,0
1466600210,34,0
1466600633,6,0
1466600679,6,0
1466600715,6,0
1466600804,19,0
1466601242,6,0
1466603508,11,0
1466603753,11,0
1466604036,19,0
1466604078,11,0
1466604297,11,0
1466604335,11,0
1466604348,11,0
1466604597,11,0
1466605608,34,0
1466605635,32,0
1466605648,11,0
1466607125,34,0
1466607150,4,0
1466607175,4,0
1466608595,26,0
1466610237,12,0
1466610395,37,0
1466610607,12,0
1466610608,37,0
1466611165,3,0
1466611214,6,0
1466611307,34,0
1466611408,37,0
1466611474,37,1
1466614595,30,0
1466615507,32,1
1466617662,3,0
1466618802,30,0
1466619252,19,0
1466619252,19,0
1466619626,19,0
1466619777,12,0
1466620028,12,0
1466620107,19,0
1466620111,12,0
1466620113,12,0
1466620433,12,0
1466620611,15,0
1466621602,19,0
1466621691,30,1
1466622044,19,0
1466622218,3,0
1466622342,15,0
1466622394,19,0
1466622501,15,0
1466622982,19,0
1466623231,19,0
1466623301,19,0
1466623424,19,0
1466623581,37,0
1466623636,19,0
1466623647,31,0
1466623674,19,0
1466623675,37,0
1466623740,37,0
1466623807,37,0
1466623956,19,0
1466623978,19,0
1466623996,51,0
1466624181,51,1
1466624182,37,0
1466624242,37,0
1466624257,31,0
1466624312,37,0
1466624346,6,0
1466624461,6,0
1466624509,19,0
1466624556,51,0
1466624634,31,0
1466624719,19,0
1466624735,37,0
1466624854,37,0
1466624899,37,0
1466625113,19,0
1466625132,37,0
1466625214,37,0
1466625683,30,0
1466625779,37,0
1466625800,29,0
1466625945,37,0
1466626206,3,0
1466626557,19,0
1466626784,34,0
1466626787,34,0
1466626791,34,0
1466626794,34,0
1466626958,19,0
1466627000,37,0
1466627072,19,0
1466627341,19,0
1466627460,19,0
1466627625,19,0
1466627774,18,0
1466627793,18,1
1466627838,18,1
1466627912,37,0
1466628009,34,0
1466628025,37,0
1466628164,19,0
1466628391,37,0
1466628393,37,0
1466628435,37,0
1466628445,37,0
1466628481,37,0
1466628514,18,0
1466628564,18,0
1466628575,19,1
1466629090,31,0
1466629223,19,0
1466629323,31,0
1466629354,6,0
1466629523,31,0
1466629572,31,0
1466629595,23,0
1466629626,23,0
1466629803,37,0
1466629879,37,0
1466629907,31,0
1466629917,19,1
1466629943,19,0
1466629989,37,0
1466630024,37,0
1466630076,37,0
1466630219,37,0
1466630387,37,0
1466630556,37,0
1466630805,37,0
1466630834,31,0
1466630873,37,0
1466630906,19,0
1466631032,37,0
1466631048,30,1
1466631097,6,0
1466631238,37,0
1466631262,37,0
1466631274,3,1
1466631302,37,0
1466631627,19,0
1466631940,19,0
1466632210,31,0
1466632235,51,0
1466632284,37,0
1466632464,31,0
1466632718,31,0
1466632755,31,0
1466632817,37,0
1466632824,19,0
1466632866,39,0
1466632915,39,0
1466632926,39,0
1466632955,39,0
1466632995,39,0
1466633008,39,0
1466633024,39,0
1466633055,11,0
1466633063,46,0
1466633071,11,0
1466633085,37,0
1466633103,39,0
1466633163,39,0
1466633260,19,0
1466633279,19,0
1466633283,39,0
1466633410,11,0
1466633487,31,0
1466633536,31,0
1466633771,6,0
1466633866,25,0
1466633995,31,0
1466634015,31,0
1466634289,30,0
1466634398,12,0
1466634755,12,0
1466635111,3,0
1466635242,6,0
1466635255,6,0
1466635398,46,0
1466636590,31,0
1466636610,46,0
1466636634,51,0
1466636691,51,0
1466637336,34,0
1466637340,34,0
1466637347,34,0
1466637351,34,0
1466637395,6,0
1466637511,33,0
1466637562,33,0
1466637909,31,0
1466637958,19,0
1466637959,31,0
1466637967,19,0
1466638075,39,0
1466638117,39,0
1466638133,39,0
1466638137,11,0
